username,post,likes,type,datetimes,captions
youssraelgamal,https://www.instagram.com/p/CbPuv1KM0VC/,2353,carousel,2022-03-18T12:50:12.000Z,"Make sure you check out the Mother's day offers on Jumia this month🤍

Swipe to see what we got☺️

KMR-Youssra
KMA-Youssra"
youssraelgamal,https://www.instagram.com/p/CbIR84TPRB1/,3653,clip,2022-03-15T15:24:18.000Z,"GIVEAWAY TIME!! 💜
Happy international women’s month to each and everyone.
Being a woman is a superpower and having a woman in your life is a blessing.
To win this perfectil box, all you need to do is
1. Follow @perfectileg
2. Mention 3 of your friends in my post
Good luck super women!🤩"
youssraelgamal,https://www.instagram.com/p/CbDeIlqMYzb/,12987,clip,2022-03-13T18:37:01.000Z,"Mothers always know best 🤍

@rushbrushegypt is your gift for Mother's Day, so your hair is always as beautiful as your heart, mom. 🥰

Love your mom extra this Mother's Day & shop her RUSHBRUSH with UP TO 42% OFF ALL PRODUCTS.

#RUSHBRUSH #GetTheLush #DoubledHerDate """
youssraelgamal,https://www.instagram.com/p/Ca7fK84LFb2/,3771,clip,2022-03-10T16:12:34.000Z,"Skin 101

All about Enlarged Pores , and how to deal with them when it comes to skincare !

Let me know what you use for your pores in the comments 😬

👯‍♀️Mention a friend who might need to see this!"
youssraelgamal,https://www.instagram.com/p/Ca46tFZMcqE/,1902,carousel,2022-03-09T16:12:09.000Z,"Dear Limitless Women,

Celebrating the Women Month, I remind you to take a moment to celebrate every little step you take. To thank yourself for handling the daily life stresses, for not giving up and for getting things done in its perfect way.

Limitless womanmax is reminding you that your overall health & wellbeing is your priority.
Limitless womanmax…A Limitless formula for a Limitless woman
Limitless woman max supports your wellbeing, Energy, Immunity & beauty.
With 26 Most needed vitamins & Minerals.

Appreciate and thank yourself you are LIMITLESS just the way you are!

I’m Youssra El Gamal & I AM Limitless
#IAMLIMITLESS
#LIMITLESSWOMANMAX
@limitless_naturals
@eva.pharma"
youssraelgamal,https://www.instagram.com/p/Ca2XVgPMFpF/,5463,carousel,2022-03-08T16:24:37.000Z,"Because it's international women's day , Private & I would like to salute and applaud women for being them and for everything that they do🤍

You can do it 💪 أنتي قدها

#believeandacheive
#أنتي_قدها
#internationalwomensday"
youssraelgamal,https://www.instagram.com/p/Caz-axojTx-/,2467,clip,2022-03-07T18:13:26.000Z,"Skin 101
All about dehydrated skin
What to do and what not to do!

Note it could happen any time of the year not just the winter

👯‍♀️Mention a friend who might need to see this!

Did you ever suffer from dehydrated skin ?"
youssraelgamal,https://www.instagram.com/p/Caubj4fpAzm/,20119,clip,2022-03-05T14:33:26.000Z,"#personalreview I am usually a fan of simple , effective and to the point body products that hydrates the skin , keeps it shiny and soft !

Spreads easily over the body

✨Perfect all year long
✨Amazing to apply after the shower
✨After you shave , I prefer to use a shaving foam before I shave if I do
✨You can apply on your feet before you sleep and cover them with 🧦 and on your hand and cuticles too 😉
🍫 Smells like coca butter ( so if you are not a fan of the scent don't buy it

It's considered an occlusive because it's main key ingredient is mineral oil , you can apply it on damp skin , you can layer it after a body cream ( an emolient ) for extra hydration

👯‍♀️ Mention a friend who might like this product or let me know if you have tried it

📍You can find it on @noon.eg
YG10 & YG50 for 10% off
Also you can find it on @jumiaegypt
KM-Youssra KMD-Youssra Jumia 20% and 50% off
And my favorite beauty store @yasminebeautybar
And you can also find it on @feel22egypt"
youssraelgamal,https://www.instagram.com/p/CaryJyVr2MW/,3842,clip,2022-03-04T13:48:02.000Z,"Skin 101 first episode

All about hyperpigmentation

✨""Vitamin C is one of the active ingredients that prevents melanin production by inhibiting an enzyme called tryosinase ""
Let me know what do you use to tackle your hyperpigmentation

✨Retinoids increase the cell turn

✨SPF well it does everything to protect your skin from the harmful UV rays
1- SPF
2- Antioxidants such as Vitamin C & it's derivative
3- Retinoids
4- Alpha Hydroxy Acids"
youssraelgamal,https://www.instagram.com/p/CapLw2NM-A3/,4296,carousel,2022-03-03T13:33:22.000Z,"I'll miss the coats but I am so ready for summer to start !

أخر أيام الشتوية"
youssraelgamal,https://www.instagram.com/p/CanKrXJvJrO/,2645,clip,2022-03-02T18:59:49.000Z,"Skincare 101

Skincare concerns part two

Discussing some missconceptions about how people are unable to differentiate betweem Acne scars , hyper pigmentations & post inflammatory erythema.

Explaining the difference between dehydrated skin & dry skin

Which of these conditions do you suffer from ?

Stay tuned for the detailed videos of each concern 😉"
youssraelgamal,https://www.instagram.com/p/CakjCwlOPUd/,4405,clip,2022-03-01T18:32:25.000Z,"Welcome to the skin 101 series!

Which one of these skin concerns do you have ?

• Wrinkles
•Acne
• Rosacea
•Post Inflammatory Erythema
•Hyperpigmentation
•Enlarged pores

Also wait for part 2 tomorrow 😉"
youssraelgamal,https://www.instagram.com/p/CaZaGgTMaaC/,9447,carousel,2022-02-25T10:30:49.000Z,These boots are not made for walking
youssraelgamal,https://www.instagram.com/p/CaIL89JpnZU/,8098,clip,2022-02-18T18:00:57.000Z,How to style your curtain bangs and get your hair voluminous easily with the volumizing brush from Brillwin✨
youssraelgamal,https://www.instagram.com/p/CaHb1Pqrvca/,2634,photo,2022-02-18T10:59:36.000Z,"Sunblock مش هتخرج معايا إلا أما تحط

Use #bigmazphotobombs and maybe Big Maz will photobomb yours! 💥
Original photo by @youssraelgamal"
self_theblog,https://www.instagram.com/p/CbkfnhZjFsF/,975,clip,2022-03-26T14:29:15.000Z,"how to understand your skin || episode 1

i have zero scientific knowledge about almost everything im doing in my career-life, yet what got me to have better skin, hair & even mind is experimenting; literally listening to what my body is trying to tell me! it’s a verrry long process but i believe it’s a great boost to your quality of life.
episode intention: love yourself by giving it more attention💖

can you relate? do you want to understand more?🌸"
self_theblog,https://www.instagram.com/p/CbQbTjbDFCE/,unknown,clip,2022-03-18T19:21:04.000Z,my favorite @cocacolaegypt is coke machine 🥤
self_theblog,https://www.instagram.com/p/CbKzPrljtSF/,994,clip,2022-03-16T14:57:52.000Z,"excuse my broken fake nails🤪

what did you try from these products and what are you willing to try?

@pharmaceris.egy whitening active concentrate
@larocheposay thermal spring water
@garnieregypt micellar cleansing water in oil
@pharmaceris.egy cleansing face foam
@braes.co detangler"
self_theblog,https://www.instagram.com/p/CbBA0kejKFN/,1028,clip,2022-03-12T19:43:19.000Z,"sponsored by @self_thebrand 👅

✨hair care saturday with my girls"
self_theblog,https://www.instagram.com/p/CauS2vEj4Lw/,2362,clip,2022-03-05T13:12:51.000Z,"what else do you do when you forget your keys?🤪

pants from @faven.eg"
self_theblog,https://www.instagram.com/p/Caoyo2EjzUx/,1817,clip,2022-03-03T09:55:41.000Z,"this is how to clean your hairbrush the proper way👅

cleaner brush = healthier hair

i would say do this once a month✨

using @thewetbrush products"
self_theblog,https://www.instagram.com/p/Cae5N3ZD-g6/,1963,clip,2022-02-27T13:41:42.000Z,"mood: post hair oiling, do you feel the same?👅

*only using gisou for the aesthetic; it’s not a part of my hair routine!

✨my hair routine is in my story highlights: pt. 1 “better hair” & part 2 “better hair 2”"
self_theblog,https://www.instagram.com/p/CaceUpEDxYr/,1424,clip,2022-02-26T15:06:51.000Z,"how to make the perfect body hair bleaching mixture✨

to buy the products: type “blob” on @noon.eg (make sure you buy both the powder & oxygen)
promocode: AN91

TIP: you can add less oxygen to the mixture for less burning and redness (but stay relatively longer with it)

oh and dont forget to spread the bleach evenly on your skin😌"
self_theblog,https://www.instagram.com/p/CaSCAb6jagL/,unknown,clip,2022-02-22T13:55:19.000Z,"makeup for dummies 101 -
please give me some tips and tricks🥲👅

makeup used:
@rarebeauty 270 N foundation
@ahmarshafayef fit me concealer 10
@ahmarshafayef fit me matte powder 220
@benefitmiddleeast fouroscope palette
@hudabeautyshop neon orange palette
@diorbeauty dior show pump n’ volume mascara
@ahmarshafayef deep teal tattoo liner
@thebodyshopegypt brow and lash gel
@fentybeauty gloss bomb cream 02
@noon.eg real techniques brushes

go to @self_thebrand to see how i removed my makeup in 1 minute ✨

*check my promocodes highlight for promocodes for almost everything i used here"
self_theblog,https://www.instagram.com/p/CaKS6AcjbL1/,1972,clip,2022-02-19T13:40:55.000Z,"turning the reviewing IGTV into reviewing reels since our attention spans are lower than ever🤪

let me know if you tried any of these products and your thoughts on them!💓"
self_theblog,https://www.instagram.com/p/CYeRQMBlGgS/,2056,clip,2022-01-08T14:48:26.000Z,"how to thread your mustache at home //recreated// ✨

its a lot less painful to do it for yourself at home because you get to control the pressure on your skin!

to all the bullies: thanks for the fame👅"
self_theblog,https://www.instagram.com/p/CXi_6wYjF3G/,4680,clip,2021-12-16T14:20:54.000Z,which is your favorite outfit and what is your favorite product?✨
self_theblog,https://www.instagram.com/p/CXauD3SD2pB/,unknown,clip,2021-12-13T09:41:52.000Z,"this was SO FUN to tape! yet took me all day because of the puppy, and a lot of external noise!
you should know that this was 45 mins of non-stop talking👅

ive been experimenting more pharmaceuticals based on your demand!
let me know what you think✨"
self_theblog,https://www.instagram.com/p/CWTe7V7MX2X/,3582,photo,2021-11-15T17:11:57.000Z,let’s pretend im doing some skin care 👅✨
self_theblog,https://www.instagram.com/p/CV-QZaYD1Dr/,2066,clip,2021-11-07T11:25:01.000Z,"don’t forget to dry your face using TISSUE PAPER!
which is your favorite tissue? 💁🏽‍♀️

playing around with @alyanassar_

my sister is all about fashion and im all about skin-care. are you team fashion or team skincare?🌸"
self_theblog,https://www.instagram.com/p/CVS8HTqjft1/,1688,clip,2021-10-21T15:39:47.000Z,"here’s my shower hair routine and what 2 years of experimenting made me reach! cant go a shower without these steps✨

(i’m currently working on strengthening and thickening my hair but i believe my frizz days are o-ver!)

products used:
@sheamoisture manuka honey n mafura oil shampoo & conditioner (faves)
@wetbrushegypt hair brush
@self_thebrand microfiber hair towel and pillowcase"
self_theblog,https://www.instagram.com/p/CVQPjYFsSBm/,unknown,photo,2021-10-20T14:28:30.000Z,"dreams do come true✨ currently launching my winter collection on @self_thebrand and im so blessed, wanted to share this with you!

the collection is inspired by the idea that “its okay not to be okay” - ive been on a mental trip for so long and this is the closest collection to my heart. because i learnt that you can be sad and tired yet still care for yourself and mind.

the whole collection was shot in @hiltonkingsranch and @premedionalexandria is offering my followers an exclusive 20% off using my promocode: SELF20
(hands down the best spa ive been to in egypt)

pamper yourself and remember to always, love yourself xo"
self_theblog,https://www.instagram.com/p/CT67OFUDQEa/,unknown,clip,2021-09-17T11:21:23.000Z,"my booty routine 🍑

two things i forgot to mention(the usual):

1. treating white stretch marks is almost impossible. you can only prevent them from getting worse! but nothing’s easier than treating red stretch marks! (try using @ledabeauty stretch marks lotion or @bio_oileg)

2. its safe to bleach your butt hair! it’s actually a bonus and makes waxing/sugaring easier and lighter on the long run 💁🏽‍♀️

——
products mentioned in the video✨:

@isispharmaegypt secalia AHA
@areej_aromatherapy acne correct
@self_thebrand / @thebodyshopegypt exfoliating towel
@nuxe_egypt aquabella exfoliating gel
@earthowls scrub"
self_theblog,https://www.instagram.com/p/CTb4PaPDu__/,3672,clip,2021-09-05T09:57:58.000Z,"i spent this summer entirely focusing on myself and i finally took a break i havent been able to take since i graduated from uni😌

i wouldnt have been able to do this without the constant support of my partner who also made this video for me and it felt so special had to share it with you!💗

how was your summer?☀️"
self_theblog,https://www.instagram.com/p/CSofbsLM-7e/,4079,photo,2021-08-16T10:54:51.000Z,"there are two types of people: people who roll themselves in the sand and people who freak out from sand!🙄

which one are you?
i obviously roll🤪 i actually sleep with my head on the sand. im experimenting something with sand - will tell you after summer☀️"
dressupwithjay,https://www.instagram.com/p/Cb7WAGgsi5_/,unknown,photo,2022-04-04T11:20:33.000Z,word
dressupwithjay,https://www.instagram.com/p/Cb2lziWMV2R/,2415,photo,2022-04-02T15:02:27.000Z,Breezy fit
dressupwithjay,https://www.instagram.com/p/Cb2X5Q_Mizn/,4290,photo,2022-04-02T13:00:54.000Z,Some colour
dressupwithjay,https://www.instagram.com/p/Cb00zP5MFRA/,unknown,photo,2022-04-01T22:35:00.000Z,favourite set
dressupwithjay,https://www.instagram.com/p/Cbue-uxs46g/,8119,carousel,2022-03-30T11:28:53.000Z,"2000s themed birthday for my 24th❤️
Also you’re getting some bday spam today"
dressupwithjay,https://www.instagram.com/p/CbuT0AzM_BJ/,1688,carousel,2022-03-30T09:51:18.000Z,details
dressupwithjay,https://www.instagram.com/p/CbqaBYQsDbO/,5653,carousel,2022-03-28T21:28:36.000Z,hey :)
dressupwithjay,https://www.instagram.com/p/Cbh1EoNMK8J/,5015,carousel,2022-03-25T13:31:48.000Z,Aries szn
dressupwithjay,https://www.instagram.com/p/Cbc08wKM3h_/,4677,photo,2022-03-23T14:54:31.000Z,missing summer sm
dressupwithjay,https://www.instagram.com/p/Cbc0JKMM6wF/,589,photo,2022-03-23T14:47:29.000Z,more moon
dressupwithjay,https://www.instagram.com/p/CbcqyhIpzTv/,3495,clip,2022-03-23T13:26:11.000Z,What i’d rather spend most of my time doing
dressupwithjay,https://www.instagram.com/p/CbZ50frsSym/,unknown,photo,2022-03-22T11:39:22.000Z,New Vogue
dressupwithjay,https://www.instagram.com/p/CbXokeRst3-/,1775,photo,2022-03-21T14:30:09.000Z,"My favourite atm @yslbeauty shade 302

(Not an ad)"
dressupwithjay,https://www.instagram.com/p/CbVW9hmsm44/,unknown,photo,2022-03-20T17:17:48.000Z,🤤
dressupwithjay,https://www.instagram.com/p/CbUyDuhsgQM/,4515,photo,2022-03-20T11:55:20.000Z,"😙
📸: @baherr366"
dressupwithjay,https://www.instagram.com/p/CbSLzt7MK4Z/,904,photo,2022-03-19T11:42:37.000Z,Go-to
dressupwithjay,https://www.instagram.com/p/CbQDIb-sIAZ/,3079,carousel,2022-03-18T15:48:20.000Z,Make it fashion
dressupwithjay,https://www.instagram.com/p/CbPwMhWsu81/,1256,photo,2022-03-18T13:02:52.000Z,Saved my lips during roaccutane (not an ad)
dressupwithjay,https://www.instagram.com/p/CbMzFnxMtj8/,4361,carousel,2022-03-17T09:30:25.000Z,Caj
dressupwithjay,https://www.instagram.com/p/CbLRS4Asnzw/,512,photo,2022-03-16T19:15:53.000Z,I love using testers whenever I’m using a small bag & going out some place nice
jehadkhaled_,https://www.instagram.com/p/CcGZ2pLqvNv/,591,carousel,2022-04-08T18:25:52.000Z,"Am in love with mu new feminine dress🤍🌸

& PROUD OF MY BABY JOSH FOR THIS PIECE ⭐️

Dress from :
@josh_designs21
@josh_designs21
@josh_designs21"
jehadkhaled_,https://www.instagram.com/p/Cb_kjg8KsW5/,460,photo,2022-04-06T02:44:41.000Z,ثم يعوضنا الله بأِناس.. يكونوا لنا حياة بأكملها🤍🕊
jehadkhaled_,https://www.instagram.com/p/CbyDIRvqfmb/,946,carousel,2022-03-31T20:42:29.000Z,"heyyyyyyyyyy🤍
______________

Blazer: @nk_designs_eg
Scarf: @jsveil
Shoes: @pixicollezione

Pants: tailored"
jehadkhaled_,https://www.instagram.com/p/CbYR-zeq0_f/,795,photo,2022-03-21T20:32:00.000Z,"يوما ما ستُدرك أنّ أقسي ما مرَرْتَ به كان خيرا عظيمًا.

One day it’s all going to make sense. You will realize that everything you went through was for a reason.
Today may not be that day 🤎"
jehadkhaled_,https://www.instagram.com/p/CbLhAzEqfRW/,17685,clip,2022-03-16T21:34:13.000Z,إحنا اخوووووات عادي ♥️💍
jehadkhaled_,https://www.instagram.com/p/CbBVjuLqGyh/,1104,photo,2022-03-12T22:40:44.000Z,Favorite person on earth 🌍🤍
jehadkhaled_,https://www.instagram.com/p/Ca8IUC0KTl5/,655,photo,2022-03-10T22:08:47.000Z,"Hiiiiiiiiiiiiiiiiiii🐻🐻🐻
______________
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#ootd #ootdfashion #stylingtips #styling
#hijaboutfit #hijabinspiration #keepitmodest #keepitmodestofficial #keepitmodestgirls #hijabootd #hijabblogger #modesty #modestyisgorgeous
#outfitideas #outfitdetails #hijabstyle #hijabfashion"
jehadkhaled_,https://www.instagram.com/p/Ca2IWg3KtXA/,547,photo,2022-03-08T14:13:41.000Z,Fresh mornings🤍
jehadkhaled_,https://www.instagram.com/p/CaxFsf4qN50/,651,carousel,2022-03-06T15:14:16.000Z,"Hi🤍

.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#ootd #ootdfashion #stylingtips #styling
#hijaboutfit #hijabinspiration #keepitmodest #keepitmodestofficial #keepitmodestgirls #hijabootd #hijabblogger #modesty #modestyisgorgeous
#outfitideas #outfitdetails #hijabstyle #hijabfashion"
jehadkhaled_,https://www.instagram.com/p/CapjehkKdwg/,644,carousel,2022-03-03T17:00:35.000Z,"Heyyyyyyyy🤍
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#ootd #ootdfashion #stylingtips #styling
#hijaboutfit #hijabinspiration #keepitmodest #keepitmodestofficial #keepitmodestgirls #hijabootd #hijabblogger #modesty #modestyisgorgeous
#outfitideas #outfitdetails #hijabstyle #hijabfashion"
jehadkhaled_,https://www.instagram.com/p/Cah3OtqKZIb/,305,clip,2022-02-28T17:22:43.000Z,"7 different styles for a pleated skirt 🤍

Which one is your favorite?? 🙊
_______________________
.
.
.
.
.
.
.
.
.
.
#ootd #ootdfashion #stylingtips #styling
#hijaboutfit #hijabinspiration #keepitmodest #keepitmodestofficial #keepitmodestgirls #hijabootd #hijabblogger #skirt #modesty #modestyisgorgeous
#outfitideas #outfitdetails #hijabstyle #hijabfashion"
jehadkhaled_,https://www.instagram.com/p/CaheqvGKWZD/,176,photo,2022-02-28T13:44:38.000Z,🤍
jehadkhaled_,https://www.instagram.com/p/CaaWg_8K7IF/,814,carousel,2022-02-25T19:18:43.000Z,"Taken by love🤍
_______________________________
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#hijabstyle #hijabbloggers #hijabbloggersofficial #hijabfashion #hijabers #hijaboutfit #hijabblogger #hijabfashion #keepitmodest #keepitmodestofficial #modesty #modestfashion #modestfashionblogger #skirts #winteroutfits #modestyisgorgeous #hijabmodesty #beigepalette #beigeaddiction #ouftitinspiration"
jehadkhaled_,https://www.instagram.com/p/CaXZI7uKG2G/,337,clip,2022-02-24T15:45:05.000Z,I deserve it🤍
jehadkhaled_,https://www.instagram.com/p/CaC78DTKHB_/,420,carousel,2022-02-16T17:03:57.000Z,"Black this winter is my favorite🖤
______________________

.
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
.
#hijab #hijabers #hijabstyle #hijabtutorial #hijabfashion #hijabinspiration #hijaboutfit #hijabi #hijablook #winteroutfit #winterfashion #winter #hijabinsta #hijabcommunity #modesty #modestyfashion #modestclothing #hijablifestyle"
jehadkhaled_,https://www.instagram.com/p/CaC7dikKYpQ/,118,photo,2022-02-16T16:59:47.000Z,Magical scene ♥️
jehadkhaled_,https://www.instagram.com/p/CaAjCznqiko/,965,carousel,2022-02-15T18:47:56.000Z,🤎
jehadkhaled_,https://www.instagram.com/p/CZ6xRSMqDwp/,174,photo,2022-02-13T12:56:48.000Z,🤎
jehadkhaled_,https://www.instagram.com/p/CZ461VoqF4-/,638,carousel,2022-02-12T19:41:53.000Z,GOOD SHOOTS = GOOD MOOD 😌🤍
jehadkhaled_,https://www.instagram.com/p/CZ4WMHqqQk_/,107,photo,2022-02-12T14:21:41.000Z,🌹
manarhosem,https://www.instagram.com/p/Ca90o3kM0XK/,1670,carousel,2022-03-11T13:55:21.000Z,"My other twinnem 🤍

So proud of him every day! The play 'W Ba'adein' is on until the 13th. Beautiful performance by @maravanis and @kareemhosem at @rawabetartspace"
manarhosem,https://www.instagram.com/p/CaXzbFWMzhr/,1840,carousel,2022-02-24T19:33:36.000Z,a little bit of this a little bit of that 💚
manarhosem,https://www.instagram.com/p/CaU7AqmM7A6/,1398,carousel,2022-02-23T16:42:10.000Z,🖤
manarhosem,https://www.instagram.com/p/CaCtgyuMFf-/,1646,carousel,2022-02-16T14:57:53.000Z,my release date 🎂🖤
manarhosem,https://www.instagram.com/p/CZecyJEsJfN/,2800,carousel,2022-02-02T12:59:03.000Z,🎞 @lomovros 🤍
manarhosem,https://www.instagram.com/p/CZO9T0ssqJF/,1852,carousel,2022-01-27T12:35:25.000Z,الو؟؟؟ cairo sun???
manarhosem,https://www.instagram.com/p/CX_cVeGI5ne/,1571,carousel,2021-12-27T15:27:17.000Z,in need of some Cairo sunshine ❄️☀️🤕
manarhosem,https://www.instagram.com/p/CX6XDPqozxN/,2657,carousel,2021-12-25T16:04:54.000Z,it's just me and my twinnnem 🤍
manarhosem,https://www.instagram.com/p/CX3CPOEortK/,1271,carousel,2021-12-24T09:05:19.000Z,good morningggg ❄️🖤
manarhosem,https://www.instagram.com/p/CX1NCgFoK73/,1203,carousel,2021-12-23T16:01:13.000Z,Hello 🌚
manarhosem,https://www.instagram.com/p/CXxzuE7oIEV/,1520,carousel,2021-12-22T08:22:15.000Z,throwback wednesday
manarhosem,https://www.instagram.com/p/CXtOSelIZwL/,705,clip,2021-12-20T13:39:09.000Z,Morning walks 🤍
manarhosem,https://www.instagram.com/p/CW_K1BMoyQ7/,3060,carousel,2021-12-02T16:22:55.000Z,b&w for a change 🖤
manarhosem,https://www.instagram.com/p/CW3gBJWoYHX/,3328,carousel,2021-11-29T16:54:09.000Z,🍃💜
manarhosem,https://www.instagram.com/p/CWqxS-Doze1/,2320,carousel,2021-11-24T18:15:00.000Z,🧡
manarhosem,https://www.instagram.com/p/CWlITwboYzE/,3720,carousel,2021-11-22T13:40:39.000Z,🖤
manarhosem,https://www.instagram.com/p/CWX7QbYoSGS/,2623,carousel,2021-11-17T10:36:28.000Z,you know it's your giiiirrrllll
manarhosem,https://www.instagram.com/p/CWEIW-zo0JP/,2109,carousel,2021-11-09T18:06:09.000Z,my safe little haven by @eslamabdelsalam_ 🤍
manarhosem,https://www.instagram.com/p/CV2kyBFIGmP/,2025,photo,2021-11-04T11:45:08.000Z,What's your coffee order? 👀 From the @tbsegypt 'How I Built This' event 🤎
manarhosem,https://www.instagram.com/p/CVv0RIPIKjo/,1659,carousel,2021-11-01T20:45:46.000Z,Paris 2018 with @annemehany ❣️
100looks_,https://www.instagram.com/p/CcGFehHMJJG/,2334,photo,2022-04-08T15:27:48.000Z,"Look 358 // Ramadan and colors💙
first time to wear this blue shade. What do you think? 🙈
Top: @ayouofficial
Dress: @zara
Veil: @velascarves"
100looks_,https://www.instagram.com/p/CcDSbK2udRn/,3312,clip,2022-04-07T13:27:52.000Z,"Ramadan vibes will always be the best💖
Kaftan: @norhanelshouradesigns
Veil: @cushtela"
100looks_,https://www.instagram.com/p/CcA2HK-Mnwl/,1235,photo,2022-04-06T14:37:21.000Z,Look 356// 💚 sets & summer💙
100looks_,https://www.instagram.com/p/Cb18lBzOKX1/,2843,carousel,2022-04-02T09:02:12.000Z,RAMADAN KAREEM 🌙 اللهم أهلّ علينا شهر رمضان بالأمن والإيمان والسلامة والإسلام والتوفيق لما تحب وترضى يا ذا الجلال والإكرام، اللهم أعنا فيه على الصيام والقيام، اللهم اجعلنا ممن يصومه ويقومه إيماناً واحتساباً، اللهم سلمنا لرمضان وسلمه لنا وتسلمه منا متقبلاً واجعلنا فيه من الفائزين يارب
100looks_,https://www.instagram.com/p/Cbu_GSUM-0R/,5333,clip,2022-03-30T16:13:10.000Z,"Styling with my favorite farooha @farahemara
What you can find this Friday at @bazarnasociety Ramadan Event
Friday 1/4
11:00 - 11:00 at Downtown KATAMEYA. 🤍
Look 1 : @saraelemarystudio @socias.eg @notfoundco
Look 2: @amira_el_dahshory_designs @basmakhaterdesigns
Look 3: @sastudio.world
Look 4: @norhanelshouradesigns @noha.collection
Look 5: @nesaaonline @ayouofficial"
100looks_,https://www.instagram.com/p/CbhTYvVr8Ev/,4767,clip,2022-03-25T08:41:30.000Z,"Quick eyebrow tutorial 🤍
This is my go to for a natural eyebrow look.
Eyebrow palette: @lorealparis
Eyebrow mascara: @benefitmiddleeast"
100looks_,https://www.instagram.com/p/CbQM512MRnG/,807,photo,2022-03-18T17:13:43.000Z,Flora.
100looks_,https://www.instagram.com/p/CbPbkh2MCed/,1617,carousel,2022-03-18T10:02:38.000Z,Look 355 //🤎more prints from now on. What do you think ??
100looks_,https://www.instagram.com/p/CbK-9MJN-GW/,unknown,clip,2022-03-16T16:38:13.000Z,"EPISODE 2 // انا و ماما.
Today’s Mother’s gift is in collaboration with @parfoisegypt
Thank you for pampering my mom.
Head to my stories to check their lovely offer for Mother’s Day🤍"
100looks_,https://www.instagram.com/p/CbKp_Tis7Mf/,472,photo,2022-03-16T13:32:25.000Z,Trifle Mood.
100looks_,https://www.instagram.com/p/CbDhKstsKlL/,unknown,clip,2022-03-13T19:13:43.000Z,"EPISODE 1 // انا و ماما.
Today’s Mother’s gift is in collaboration with @fazzali_
Thank you for pampering my mom.
Head to my stories to check @fazzali_ offer for Mother’s Day🤍"
100looks_,https://www.instagram.com/p/Ca7gL8or5RH/,2249,clip,2022-03-10T16:20:17.000Z,"Pretty woman 2🤍
Styling some of my favorite pieces from @bazarnasociety upcoming Mother’s Day event.

Look 1// set @mashbasics
Veil: @leendesigns__
Look 2// set: @noha.collection @hbshop.co

Look 3// dress: @shopfufa"
100looks_,https://www.instagram.com/p/Ca5SluoPCh-/,1369,clip,2022-03-09T19:42:24.000Z,"Which pretty woman you are today 🤍?
Styling some of my favorite pieces from @bazarnasociety upcoming Mother’s Day event.

Look 1// shirt @saraelemarystudio
Pants: @notfoundco
Necklace: @zeinjewelry.jo

Look 2// kimono: @sarasalama__designs

Look 3// crop shirt: @zei.eg"
100looks_,https://www.instagram.com/p/CamOkzfsVmR/,1841,photo,2022-03-02T10:00:13.000Z,💜 it has been a while.
100looks_,https://www.instagram.com/p/CaXNCpIMuNA/,1537,clip,2022-02-24T14:04:13.000Z,
100looks_,https://www.instagram.com/p/CaHNVgzsvlG/,2510,clip,2022-02-18T08:55:08.000Z,"Have a lovely Friday my loves 💓
——————————————————
Eyeshadow palette: @tartecosmetics
Lipstick: @hudabeautyshop"
100looks_,https://www.instagram.com/p/CZ9visbvOM_/,2310,clip,2022-02-14T16:40:59.000Z,"Happy Valentine’s Day my loves ❤️💓
Wearing my favorite skirt from @ayouofficial
——————
Knit: @zara"
100looks_,https://www.instagram.com/p/CZ8ydtdsiiZ/,732,photo,2022-02-14T07:45:43.000Z,New ultimate Love @coach
100looks_,https://www.instagram.com/p/CZ7clw0scKa/,2788,carousel,2022-02-13T19:15:20.000Z,"Look 354 // 🦓 🍊
Knit: @reservedmena
Bag: @coach
Veil: @cushtela"
100looks_,https://www.instagram.com/p/CZ1nZW8M2Jx/,3163,carousel,2022-02-11T12:54:19.000Z,"Look 353 //Friday photo album.
You will be missing a lot of you didn’t get your hands on this veil from @cushtela"
ayaabdelhamid,https://www.instagram.com/p/CcSuVo0KEBj/,6378,clip,2022-04-13T13:17:10.000Z,"25 today🙈🤍
You guys make me the happiest.. thank you for all the birthday wishes and love❤️🥺 #onlinefam"
ayaabdelhamid,https://www.instagram.com/p/CcQ-2oDKM62/,8418,clip,2022-04-12T21:07:20.000Z,"✨Tuesday Tip ✨
Featuring a very special girllll @laracscandar 😍

This will help you fix your creasing makeup in a min! ❤️❤️ (ps miss u guys!)"
ayaabdelhamid,https://www.instagram.com/p/CcN-Mcpq63k/,10174,photo,2022-04-11T16:58:06.000Z,"Beautiful Lara 💖

Hair @richardelboustanylive
Makeup @ayaabdelhamid
Styling @maissaazab"
ayaabdelhamid,https://www.instagram.com/p/CcLjMBWqkCA/,15421,carousel,2022-04-10T18:23:38.000Z,"Happiest of birthdays to this powerful gorgeous aries😍
Love youu cutie! Have a wonderful day @karenwazen 🤍🤍 cant wait to glam you again x"
